<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Lotus Gold Com.ETF,20220705, 105470.00, 106988.00, 105470.00, 106411.00,417090094047.00, 3919627,2113,D,104206.00,106860.00
Lotus Gold Com.ETF,20220704, 104490.00, 105269.00, 103250.00, 104206.00,407191169104.00, 3907558,3685,D,107988.00,104683.00
Lotus Gold Com.ETF,20220703, 107900.00, 108900.00, 107010.00, 107988.00,543553214592.00, 5033460,3520,D,107890.00,107260.00
Lotus Gold Com.ETF,20220702, 109990.00, 110010.00, 105000.00, 107890.00,1935109566539.00, 17935983,6530,D,101034.00,108769.00
Lotus Gold Com.ETF,20220629, 100500.00, 101599.00, 100500.00, 101034.00,383862098204.00, 3799347,1909,D,100368.00,101500.00
Lotus Gold Com.ETF,20220628, 100300.00, 100550.00, 100050.00, 100368.00,367151953152.00, 3658069,1897,D,99783.00,100400.00
Lotus Gold Com.ETF,20220627, 100990.00, 100990.00, 99136.00, 99783.00,464955783561.00, 4659673,3895,D,102898.00,100140.00
Lotus Gold Com.ETF,20220626, 105787.00, 105787.00, 101740.00, 102898.00,566654909052.00, 5506971,3988,D,108243.00,102041.00
Lotus Gold Com.ETF,20220625, 109991.00, 109991.00, 106780.00, 108243.00,450896275212.00, 4165581,4005,D,111520.00,106851.00
Lotus Gold Com.ETF,20220622, 111200.00, 111980.00, 111000.00, 111520.00,339813595244.00, 3047105,2145,D,110129.00,111775.00
Lotus Gold Com.ETF,20220621, 108927.00, 111100.00, 108823.00, 110129.00,320182793688.00, 2907348,2574,D,108777.00,110660.00
Lotus Gold Com.ETF,20220620, 108521.00, 109300.00, 108000.00, 108777.00,269768689288.00, 2480016,2872,D,110561.00,108700.00
Lotus Gold Com.ETF,20220619, 110990.00, 111770.00, 108850.00, 110561.00,391397000126.00, 3540093,4693,D,110226.00,109500.00
Lotus Gold Com.ETF,20220618, 107499.00, 112200.00, 106556.00, 110226.00,691195252586.00, 6270688,5315,D,107122.00,110950.00
Lotus Gold Com.ETF,20220615, 107900.00, 108000.00, 106421.00, 107122.00,460659696417.00, 4300330,4935,D,109692.00,106460.00
Lotus Gold Com.ETF,20220614, 109000.00, 111500.00, 108520.00, 109692.00,608665608222.00, 5548879,5253,D,112369.00,109764.00
Lotus Gold Com.ETF,20220613, 117002.00, 117500.00, 110000.00, 112369.00,1073058361303.00, 9549447,10350,D,114944.00,111118.00
Lotus Gold Com.ETF,20220612, 112600.00, 118099.00, 111150.00, 114944.00,1544871232038.00, 13440258,9401,D,110185.00,117650.00
Lotus Gold Com.ETF,20220611, 107990.00, 112494.00, 107990.00, 110185.00,1139529472795.00, 10342008,6310,D,106532.00,112000.00
Lotus Gold Com.ETF,20220608, 106050.00, 107500.00, 105300.00, 106532.00,558858249357.00, 5245900,3857,D,105113.00,106500.00
Lotus Gold Com.ETF,20220607, 104380.00, 106149.00, 103860.00, 105113.00,352378804005.00, 3352391,3790,D,104255.00,105714.00
Lotus Gold Com.ETF,20220606, 106000.00, 106100.00, 103700.00, 104255.00,336727162968.00, 3229830,3527,D,106116.00,103852.00
Lotus Gold Com.ETF,20220601, 106380.00, 107190.00, 104850.00, 106116.00,444993887009.00, 4193453,3396,D,107326.00,105890.00
Lotus Gold Com.ETF,20220531, 109680.00, 109680.00, 105556.00, 107326.00,674259948701.00, 6282381,4902,D,106973.00,106011.00
Lotus Gold Com.ETF,20220530, 107400.00, 108470.00, 106396.00, 106973.00,693418507157.00, 6482181,3652,D,104763.00,108190.00
Lotus Gold Com.ETF,20220529, 104050.00, 106000.00, 103611.00, 104763.00,344794893404.00, 3291184,2303,D,103460.00,105965.00
Lotus Gold Com.ETF,20220528, 102820.00, 104500.00, 102330.00, 103460.00,541258875031.00, 5231562,3128,D,102521.00,103999.00
Lotus Gold Com.ETF,20220525, 102990.00, 102990.00, 102320.00, 102521.00,62078612667.00, 605521,1269,D,102443.00,102333.00
Lotus Gold Com.ETF,20220524, 102004.00, 102648.00, 102000.00, 102443.00,245166075356.00, 2393193,1637,D,100675.00,102204.00
Lotus Gold Com.ETF,20220523, 101500.00, 101500.00, 99800.00, 100675.00,161763399168.00, 1606796,1839,D,101852.00,101280.00
Lotus Gold Com.ETF,20220522, 101401.00, 102272.00, 101137.00, 101852.00,248620255615.00, 2441006,2034,D,100422.00,101850.00
Lotus Gold Com.ETF,20220521, 99510.00, 101000.00, 99510.00, 100422.00,268994809133.00, 2678650,2208,D,98003.00,100358.00
Lotus Gold Com.ETF,20220518, 97700.00, 98950.00, 97100.00, 98003.00,150640905442.00, 1537102,1432,D,99353.00,98900.00
Lotus Gold Com.ETF,20220517, 100330.00, 100619.00, 98710.00, 99353.00,131284169814.00, 1321386,1700,D,100184.00,99280.00
Lotus Gold Com.ETF,20220516, 101000.00, 101000.00, 99571.00, 100184.00,153128322946.00, 1528467,1733,D,99771.00,100330.00
Lotus Gold Com.ETF,20220515, 98300.00, 101079.00, 98110.00, 99771.00,274796482571.00, 2754281,2014,D,98613.00,100950.00
Lotus Gold Com.ETF,20220514, 99100.00, 99140.00, 98000.00, 98613.00,425394170134.00, 4313772,2743,D,97310.00,98050.00
Lotus Gold Com.ETF,20220511, 96250.00, 98509.00, 96250.00, 97310.00,591617396170.00, 6079725,3014,D,95149.00,98449.00
Lotus Gold Com.ETF,20220510, 94611.00, 95988.00, 94481.00, 95149.00,300399292542.00, 3157144,1572,D,94442.00,95950.00
Lotus Gold Com.ETF,20220509, 94500.00, 94650.00, 94205.00, 94442.00,53974008916.00, 571506,688,D,94596.00,94356.00
Lotus Gold Com.ETF,20220508, 95300.00, 95300.00, 94300.00, 94596.00,99789867181.00, 1054909,1204,D,94259.00,94304.00
Lotus Gold Com.ETF,20220507, 94011.00, 95279.00, 93000.00, 94259.00,406167787421.00, 4309061,1879,D,92687.00,95119.00
Lotus Gold Com.ETF,20220502, 93000.00, 93000.00, 92413.00, 92687.00,23753072821.00, 256273,480,D,92798.00,92770.00
Lotus Gold Com.ETF,20220501, 93100.00, 93100.00, 92600.00, 92798.00,61142096165.00, 658870,831,D,92770.00,92800.00
Lotus Gold Com.ETF,20220430, 92412.00, 93050.00, 92412.00, 92770.00,47320091059.00, 510080,816,D,92760.00,92918.00
Lotus Gold Com.ETF,20220427, 92700.00, 93140.00, 92201.00, 92760.00,67882575127.00, 731805,1012,D,92084.00,92412.00
Lotus Gold Com.ETF,20220426, 91890.00, 92900.00, 91210.00, 92084.00,103382532119.00, 1122699,1092,D,91747.00,92859.00
Lotus Gold Com.ETF,20220425, 92050.00, 92150.00, 91510.00, 91747.00,43575814907.00, 474958,949,D,92379.00,91588.00
Lotus Gold Com.ETF,20220424, 92200.00, 92700.00, 92182.00, 92379.00,115034745896.00, 1245242,868,D,92387.00,92351.00
Lotus Gold Com.ETF,20220420, 92501.00, 92998.00, 91600.00, 92387.00,84118593538.00, 910504,869,D,92810.00,92899.00
Lotus Gold Com.ETF,20220419, 92750.00, 93405.00, 92600.00, 92810.00,67597942729.00, 728346,889,D,93663.00,92722.00
Lotus Gold Com.ETF,20220418, 93735.00, 93950.00, 93400.00, 93663.00,107104527697.00, 1143512,1226,D,93235.00,93869.00
Lotus Gold Com.ETF,20220417, 93200.00, 93550.00, 92889.00, 93235.00,163618098396.00, 1754899,1283,D,91688.00,93148.00
Lotus Gold Com.ETF,20220416, 90480.00, 92680.00, 90022.00, 91688.00,95729503579.00, 1044078,1292,D,90702.00,92200.00
Lotus Gold Com.ETF,20220413, 91798.00, 91798.00, 90049.00, 90702.00,231029622804.00, 2547127,1901,D,93157.00,91199.00
Lotus Gold Com.ETF,20220412, 94700.00, 94700.00, 91700.00, 93157.00,242557524848.00, 2603742,1917,D,93682.00,91800.00
Lotus Gold Com.ETF,20220411, 92910.00, 94400.00, 92910.00, 93682.00,283745696860.00, 3028805,1900,D,92031.00,93076.00
Lotus Gold Com.ETF,20220410, 91010.00, 92789.00, 90730.00, 92031.00,138257975911.00, 1502304,1364,D,90570.00,92570.00
Lotus Gold Com.ETF,20220409, 89631.00, 91245.00, 89631.00, 90570.00,205577761736.00, 2269833,1447,D,89032.00,91010.00
Lotus Gold Com.ETF,20220406, 88690.00, 89600.00, 88045.00, 89032.00,124938816309.00, 1403310,1070,D,88920.00,89007.00
Lotus Gold Com.ETF,20220405, 88150.00, 89542.00, 88150.00, 88920.00,100048088343.00, 1125144,1338,D,87536.00,88971.00
Lotus Gold Com.ETF,20220404, 87030.00, 88100.00, 87001.00, 87536.00,56805598939.00, 648941,770,D,86953.00,87799.00
Lotus Gold Com.ETF,20220403, 87500.00, 87950.00, 86562.00, 86953.00,93787718336.00, 1078603,1062,D,87287.00,86737.00
Lotus Gold Com.ETF,20220330, 86900.00, 87600.00, 86762.00, 87287.00,49021848456.00, 561616,477,D,86543.00,87210.00
Lotus Gold Com.ETF,20220329, 85403.00, 87501.00, 85403.00, 86543.00,58885212250.00, 680416,593,D,85362.00,87450.00
Lotus Gold Com.ETF,20220328, 85900.00, 85900.00, 85252.00, 85362.00,17139691694.00, 200788,399,D,85042.00,85264.00
Lotus Gold Com.ETF,20220327, 85250.00, 85250.00, 84820.00, 85042.00,34852100671.00, 409822,361,D,85308.00,85245.00
Lotus Gold Com.ETF,20220326, 85950.00, 85950.00, 84720.00, 85308.00,16334490843.00, 191477,378,D,84603.00,85402.00
Lotus Gold Com.ETF,20220319, 85001.00, 85090.00, 83812.00, 84603.00,89492804974.00, 1057802,843,D,85455.00,84300.00
Lotus Gold Com.ETF,20220316, 85580.00, 85702.00, 85100.00, 85455.00,48320394540.00, 565449,722,D,85978.00,85390.00
Lotus Gold Com.ETF,20220315, 85800.00, 87129.00, 85000.00, 85978.00,87307864106.00, 1015473,795,D,86062.00,86801.00
Lotus Gold Com.ETF,20220314, 85800.00, 86498.00, 85798.00, 86062.00,44420514563.00, 516145,715,D,86743.00,86100.00
Lotus Gold Com.ETF,20220313, 85660.00, 87690.00, 85660.00, 86743.00,150050274539.00, 1729823,1376,D,85459.00,87213.00
Lotus Gold Com.ETF,20220312, 85510.00, 85740.00, 85210.00, 85459.00,117892753518.00, 1379522,953,D,84715.00,85478.00
Lotus Gold Com.ETF,20220309, 85500.00, 85500.00, 84010.00, 84715.00,94802417401.00, 1119077,1097,D,85027.00,84160.00
Lotus Gold Com.ETF,20220308, 84721.00, 85760.00, 84660.00, 85027.00,140015924648.00, 1646714,1144,D,83161.00,85500.00
Lotus Gold Com.ETF,20220307, 82850.00, 84200.00, 82321.00, 83161.00,118695968956.00, 1427303,1052,D,81738.00,83911.00
Lotus Gold Com.ETF,20220306, 82487.00, 82487.00, 81600.00, 81738.00,53431693311.00, 653692,773,D,82603.00,81712.00
Lotus Gold Com.ETF,20220305, 82650.00, 83480.00, 82020.00, 82603.00,68699753312.00, 831681,1000,D,83678.00,82270.00
Lotus Gold Com.ETF,20220302, 83186.00, 84000.00, 83001.00, 83678.00,50875326658.00, 607990,805,D,83055.00,84000.00
Lotus Gold Com.ETF,20220228, 82916.00, 83190.00, 82916.00, 83055.00,32398975631.00, 390090,516,D,82929.00,83130.00
Lotus Gold Com.ETF,20220227, 83000.00, 83340.00, 82545.00, 82929.00,26561312261.00, 320289,523,D,82933.00,83075.00
Lotus Gold Com.ETF,20220226, 82800.00, 83299.00, 82350.00, 82933.00,73746296662.00, 889232,884,D,82182.00,83190.00
Lotus Gold Com.ETF,20220223, 82950.00, 82950.00, 81912.00, 82182.00,39119052466.00, 476004,642,D,82621.00,82192.00
Lotus Gold Com.ETF,20220222, 81910.00, 83000.00, 81910.00, 82621.00,141783064333.00, 1716076,930,D,80897.00,82321.00
Lotus Gold Com.ETF,20220221, 80600.00, 81333.00, 80555.00, 80897.00,80074456501.00, 989838,917,D,80890.00,81291.00
Lotus Gold Com.ETF,20220220, 81590.00, 81590.00, 80419.00, 80890.00,52218912143.00, 645554,745,D,81493.00,81197.00
Lotus Gold Com.ETF,20220219, 82501.00, 82501.00, 81250.00, 81493.00,52568691614.00, 645071,727,D,82916.00,81775.00
Lotus Gold Com.ETF,20220216, 83000.00, 83190.00, 82578.00, 82916.00,35573623959.00, 429034,574,D,84188.00,82934.00
Lotus Gold Com.ETF,20220214, 84400.00, 84499.00, 83177.00, 84188.00,255327550843.00, 3032819,904,D,83681.00,83400.00
Lotus Gold Com.ETF,20220213, 82899.00, 84000.00, 82610.00, 83681.00,208374483437.00, 2490093,1204,D,82365.00,83557.00
Lotus Gold Com.ETF,20220212, 81900.00, 83000.00, 81840.00, 82365.00,125182581125.00, 1519850,1397,D,80461.00,82332.00
Lotus Gold Com.ETF,20220209, 80058.00, 82100.00, 80058.00, 80461.00,46340738977.00, 575938,722,D,80054.00,80440.00
Lotus Gold Com.ETF,20220208, 80994.00, 80994.00, 79901.00, 80054.00,70193877485.00, 876835,1165,D,81300.00,80200.00
Lotus Gold Com.ETF,20220207, 81690.00, 81780.00, 80890.00, 81300.00,62991974605.00, 774805,810,D,81257.00,81034.00
Lotus Gold Com.ETF,20220206, 80750.00, 81650.00, 80650.00, 81257.00,65433231608.00, 805261,1071,D,81214.00,81263.00
Lotus Gold Com.ETF,20220205, 82000.00, 82000.00, 80790.00, 81214.00,118826702720.00, 1463123,1681,D,83427.00,81071.00
Lotus Gold Com.ETF,20220202, 83490.00, 83799.00, 83020.00, 83427.00,21199893449.00, 254114,506,D,83952.00,83400.00
Lotus Gold Com.ETF,20220201, 84200.00, 84200.00, 83660.00, 83952.00,31836011063.00, 379219,532,D,84421.00,83799.00
Lotus Gold Com.ETF,20220131, 84760.00, 84760.00, 83601.00, 84421.00,62926160139.00, 745385,639,D,84952.00,83849.00
Lotus Gold Com.ETF,20220130, 85002.00, 85500.00, 84600.00, 84952.00,36694823140.00, 431946,754,D,86245.00,84601.00
Lotus Gold Com.ETF,20220129, 86499.00, 86599.00, 85501.00, 86245.00,101318041757.00, 1174771,734,D,86319.00,85690.00
Lotus Gold Com.ETF,20220126, 86000.00, 86500.00, 86000.00, 86319.00,58411313499.00, 676691,507,D,85596.00,86500.00
Lotus Gold Com.ETF,20220125, 85300.00, 86090.00, 85002.00, 85596.00,171534329575.00, 2004010,791,D,86398.00,85640.00
Lotus Gold Com.ETF,20220124, 86231.00, 86800.00, 86000.00, 86398.00,176672158560.00, 2044875,885,D,85468.00,86750.00
Lotus Gold Com.ETF,20220123, 84649.00, 86007.00, 84645.00, 85468.00,95702042270.00, 1119737,780,D,84271.00,85996.00
Lotus Gold Com.ETF,20220122, 84200.00, 84629.00, 84000.00, 84271.00,99362472710.00, 1179082,729,D,84179.00,84550.00
Lotus Gold Com.ETF,20220119, 82990.00, 84410.00, 82510.00, 84179.00,294963815454.00, 3503991,932,D,82263.00,84160.00
Lotus Gold Com.ETF,20220118, 82395.00, 82701.00, 81900.00, 82263.00,57946857179.00, 704412,820,D,82553.00,81990.00
Lotus Gold Com.ETF,20220117, 82950.00, 83000.00, 82311.00, 82553.00,50506021372.00, 611803,692,D,83557.00,82700.00
Lotus Gold Com.ETF,20220116, 83992.00, 83992.00, 83300.00, 83557.00,29208288128.00, 349563,494,D,83067.00,83599.00
Lotus Gold Com.ETF,20220115, 83800.00, 84000.00, 82250.00, 83067.00,123613715318.00, 1488117,1037,D,84368.00,83864.00
Lotus Gold Com.ETF,20220112, 84102.00, 85000.00, 83740.00, 84368.00,134446508737.00, 1593581,1012,D,84657.00,83800.00
Lotus Gold Com.ETF,20220111, 85006.00, 85428.00, 83707.00, 84657.00,180336475514.00, 2130195,1259,D,83519.00,83800.00
Lotus Gold Com.ETF,20220110, 83000.00, 84180.00, 82410.00, 83519.00,129041421876.00, 1545051,1371,D,83755.00,84170.00
Lotus Gold Com.ETF,20220109, 85333.00, 85333.00, 83000.00, 83755.00,243109135825.00, 2902630,2119,D,86503.00,83631.00
Lotus Gold Com.ETF,20220108, 88000.00, 88000.00, 85500.00, 86503.00,182067078860.00, 2104739,1971,D,88217.00,85586.00
Lotus Gold Com.ETF,20220105, 88700.00, 88900.00, 88000.00, 88217.00,77539655293.00, 878965,1326,D,89908.00,88355.00
Lotus Gold Com.ETF,20220104, 90399.00, 90399.00, 89000.00, 89908.00,173848364444.00, 1933619,1139,D,90393.00,89350.00
Lotus Gold Com.ETF,20220103, 90000.00, 90800.00, 89500.00, 90393.00,168769763922.00, 1867067,876,D,90483.00,90315.00
Lotus Gold Com.ETF,20220102, 90035.00, 91000.00, 90020.00, 90483.00,89045532044.00, 984116,858,D,91006.00,90190.00
Lotus Gold Com.ETF,20220101, 91101.00, 91380.00, 90700.00, 91006.00,64149050900.00, 704886,859,D,90477.00,90900.00
Lotus Gold Com.ETF,20211229, 90020.00, 91000.00, 90020.00, 90477.00,70703650914.00, 781451,813,D,90307.00,90533.00
Lotus Gold Com.ETF,20211228, 91000.00, 91000.00, 90015.00, 90307.00,57089010772.00, 632168,1054,D,91222.00,90400.00
Lotus Gold Com.ETF,20211227, 90989.00, 91754.00, 90480.00, 91222.00,86802827889.00, 951552,895,D,90753.00,91150.00
Lotus Gold Com.ETF,20211226, 90510.00, 91202.00, 90215.00, 90753.00,75519165004.00, 832140,969,D,90214.00,90750.00
Lotus Gold Com.ETF,20211225, 91000.00, 91000.00, 89801.00, 90214.00,169537396053.00, 1879276,1740,D,92039.00,90000.00
Lotus Gold Com.ETF,20211222, 93000.00, 93000.00, 91201.00, 92039.00,206941950543.00, 2248407,1602,D,92194.00,91300.00
Lotus Gold Com.ETF,20211221, 91700.00, 93000.00, 91700.00, 92194.00,132839989457.00, 1440873,1113,D,91084.00,92100.00
Lotus Gold Com.ETF,20211220, 91487.00, 91750.00, 90450.00, 91084.00,96019965163.00, 1054187,1066,D,91020.00,91300.00
Lotus Gold Com.ETF,20211219, 91594.00, 91594.00, 90620.00, 91020.00,95060141722.00, 1044388,1038,D,92492.00,91340.00
Lotus Gold Com.ETF,20211218, 93443.00, 93500.00, 92060.00, 92492.00,137262039935.00, 1484050,1347,D,93443.00,92135.00
Lotus Gold Com.ETF,20211215, 92989.00, 93820.00, 92900.00, 93443.00,409186779947.00, 4378994,1888,D,90909.00,93700.00
Lotus Gold Com.ETF,20211214, 88700.00, 91760.00, 88700.00, 90909.00,212700431577.00, 2339713,1613,D,89201.00,91699.00
Lotus Gold Com.ETF,20211213, 90980.00, 90999.00, 88000.00, 89201.00,576730443528.00, 6465546,2418,D,92249.00,88850.00
Lotus Gold Com.ETF,20211212, 93800.00, 93800.00, 91620.00, 92249.00,122032998544.00, 1322867,404,D,93651.00,91860.00
Lotus Gold Com.ETF,20211211, 94330.00, 94694.00, 92201.00, 93651.00,583325037197.00, 6228691,2045,D,94694.00,92256.00
Lotus Gold Com.ETF,20211208, 95500.00, 95500.00, 94500.00, 94694.00,257353733662.00, 2717747,1956,D,95868.00,94815.00
Lotus Gold Com.ETF,20211207, 96000.00, 96220.00, 95015.00, 95868.00,562951297897.00, 5872140,2354,D,95284.00,95438.00
Lotus Gold Com.ETF,20211206, 94689.00, 96350.00, 93850.00, 95284.00,858653625012.00, 9011508,2781,D,93652.00,96150.00
Lotus Gold Com.ETF,20211205, 93510.00, 94130.00, 93000.00, 93652.00,562436438094.00, 6005623,2158,D,92460.00,93900.00
Lotus Gold Com.ETF,20211204, 92002.00, 93350.00, 92000.00, 92460.00,930333676286.00, 10062042,3513,D,90130.00,93180.00
Lotus Gold Com.ETF,20211201, 89486.00, 90398.00, 89486.00, 90130.00,189787955428.00, 2105724,991,D,89163.00,90398.00
Lotus Gold Com.ETF,20211130, 89900.00, 89900.00, 88753.00, 89163.00,163652441779.00, 1835424,1360,D,90747.00,88908.00
Lotus Gold Com.ETF,20211129, 90190.00, 91222.00, 90000.00, 90747.00,351628975143.00, 3874831,2123,D,89680.00,90310.00
Lotus Gold Com.ETF,20211128, 89700.00, 89980.00, 89211.00, 89680.00,252191457997.00, 2812136,1101,D,89908.00,89940.00
Lotus Gold Com.ETF,20211127, 90000.00, 90438.00, 89251.00, 89908.00,268398524528.00, 2985241,2100,D,89433.00,89540.00
Lotus Gold Com.ETF,20211124, 88900.00, 90000.00, 88700.00, 89433.00,321410193440.00, 3593857,2034,D,88021.00,89977.00
Lotus Gold Com.ETF,20211123, 89000.00, 89000.00, 87595.00, 88021.00,190053287754.00, 2159174,1653,D,88411.00,87890.00
Lotus Gold Com.ETF,20211122, 88776.00, 88800.00, 87990.00, 88411.00,100609260531.00, 1137974,1165,D,88053.00,88600.00
Lotus Gold Com.ETF,20211121, 87530.00, 88500.00, 87230.00, 88053.00,159258810042.00, 1808661,994,D,87238.00,88499.00
Lotus Gold Com.ETF,20211120, 88196.00, 88196.00, 86550.00, 87238.00,226472888353.00, 2596033,1234,D,89205.00,87530.00
Lotus Gold Com.ETF,20211117, 89450.00, 89800.00, 88402.00, 89205.00,122323321662.00, 1371258,1366,D,88750.00,89396.00
Lotus Gold Com.ETF,20211116, 88070.00, 89600.00, 88070.00, 88750.00,121494847217.00, 1368949,1644,D,87671.00,89262.00
Lotus Gold Com.ETF,20211115, 88000.00, 88440.00, 86910.00, 87671.00,181278786650.00, 2067716,1816,D,89391.00,88074.00
Lotus Gold Com.ETF,20211114, 90597.00, 90597.00, 88512.00, 89391.00,227293507921.00, 2542698,2111,D,90529.00,88867.00
Lotus Gold Com.ETF,20211113, 87500.00, 91675.00, 87454.00, 90529.00,1027565226649.00, 11350631,4042,D,86527.00,91000.00
Lotus Gold Com.ETF,20211110, 85800.00, 87300.00, 85610.00, 86527.00,221992479724.00, 2565573,1471,D,85558.00,86608.00
Lotus Gold Com.ETF,20211109, 86180.00, 86180.00, 85200.00, 85558.00,110801206004.00, 1295046,1060,D,85644.00,85501.00
Lotus Gold Com.ETF,20211108, 85238.00, 86300.00, 85000.00, 85644.00,405229765690.00, 4731558,1343,D,85082.00,85700.00
Lotus Gold Com.ETF,20211107, 84500.00, 85300.00, 84500.00, 85082.00,228649737620.00, 2687394,1048,D,84643.00,85012.00
Lotus Gold Com.ETF,20211106, 84520.00, 85076.00, 84300.00, 84643.00,186833520840.00, 2207323,1369,D,83728.00,85010.00
Lotus Gold Com.ETF,20211103, 83250.00, 84150.00, 82945.00, 83728.00,156782705164.00, 1872515,1021,D,82770.00,83979.00
Lotus Gold Com.ETF,20211102, 82900.00, 83100.00, 82300.00, 82770.00,97712197282.00, 1180525,656,D,82703.00,83000.00
Lotus Gold Com.ETF,20211101, 82494.00, 83350.00, 82300.00, 82703.00,53663323071.00, 648871,655,D,82042.00,82700.00
Lotus Gold Com.ETF,20211031, 82900.00, 82900.00, 81520.00, 82042.00,165764232240.00, 2020491,931,D,82835.00,81910.00
Lotus Gold Com.ETF,20211030, 83540.00, 83540.00, 82501.00, 82835.00,54083555618.00, 652905,747,D,83884.00,82998.00
Lotus Gold Com.ETF,20211027, 83501.00, 84100.00, 83420.00, 83884.00,46543708036.00, 554856,598,D,83342.00,84095.00
Lotus Gold Com.ETF,20211026, 83998.00, 83998.00, 83000.00, 83342.00,36337481625.00, 436002,647,D,83771.00,83960.00
Lotus Gold Com.ETF,20211025, 83991.00, 84100.00, 83460.00, 83771.00,72215296575.00, 862051,861,D,83323.00,83761.00
Lotus Gold Com.ETF,20211023, 82540.00, 83750.00, 82540.00, 83323.00,166190332318.00, 1994534,986,D,82348.00,83594.00
Lotus Gold Com.ETF,20211020, 82700.00, 82799.00, 82010.00, 82348.00,32570514990.00, 395523,424,D,82646.00,82420.00
